region,scenario,year,pop_1e6,pop_low_inc_1e6,final_ener_dem_EJ,
Middle_East,SSP445,2035,337.195356,7.523757039,40.87935987,-329.671599
Middle_East,SSP445,2040,358.996017,8.010189826,44.84499216,-350.9858272
Middle_East,SSP445,2045,379.341424,8.464151888,48.65535797,-370.8772721
Middle_East,SSP445,2050,397.89649,8.878166512,52.10924645,-389.0183235
Middle_East,SSP445,2055,414.69263,9.252934652,55.53771345,-405.4396953
Middle_East,SSP445,2060,429.717627,9.588183714,58.83816987,-420.1294433
Pakistan,SSP445,2025,250.101977,12.25499687,4.364550141,-237.8469801
Pakistan,SSP445,2030,277.965168,13.62029323,4.850497831,-264.3448748
Pakistan,SSP445,2035,307.890665,15.08664259,5.304714733,-292.8040224
Pakistan,SSP445,2040,339.165912,16.61912969,5.797533229,-322.5467823
Pakistan,SSP445,2045,370.319392,18.14565021,6.316010818,-352.1737418
Pakistan,SSP445,2050,402.129194,19.70433051,6.840951666,-382.4248635
Pakistan,SSP445,2055,434.382283,21.28473187,7.401259548,-413.0975511
Pakistan,SSP445,2060,467.330056,22.89917274,7.983628039,-444.4308833
Russia,SSP445,2025,145.056738,0.145056738,25.51391274,-144.9116813
Russia,SSP445,2030,142.539875,0.142539875,26.30637603,-142.3973351
Russia,SSP445,2035,139.857135,0.139857135,26.89892043,-139.7172779
Russia,SSP445,2040,137.210379,0.137210379,27.21728037,-137.0731686
Russia,SSP445,2045,134.849242,0.134849242,27.19319265,-134.7143928
Russia,SSP445,2050,132.571983,0.132571983,26.89711049,-132.439411
Russia,SSP445,2055,130.01006,0.13001006,26.48455252,-129.8800499
Russia,SSP445,2060,127.13926,0.12713926,26.09938998,-127.0121207
South_Africa,SSP445,2025,60.759327,12.45566204,4.715496516,-48.30366497
South_Africa,SSP445,2030,62.991084,12.91317222,5.110997059,-50.07791178
South_Africa,SSP445,2035,64.95182,13.3151231,5.456393672,-51.6366969
South_Africa,SSP445,2040,66.637015,13.66058808,5.749107593,-52.97642693
South_Africa,SSP445,2045,67.895553,13.91858837,5.975810439,-53.97696464
South_Africa,SSP445,2050,68.703292,14.08417486,6.128378807,-54.61911714
South_Africa,SSP445,2055,69.247635,14.19576518,6.237033528,-55.05186983
South_Africa,SSP445,2060,69.607901,14.26961971,6.314043583,-55.3382813
South_America_Northern,SSP445,2025,31.703699,2.210310486,2.462158582,-29.49338851
South_America_Northern,SSP445,2030,33.30949,2.322262618,2.666631771,-30.98722738
South_America_Northern,SSP445,2035,34.901826,2.433276697,2.883947344,-32.4685493
South_America_Northern,SSP445,2040,36.345581,2.533932044,3.075840685,-33.81164896
South_America_Northern,SSP445,2045,37.545027,2.617554717,3.253500953,-34.92747228
South_America_Northern,SSP445,2050,38.61799,2.692359281,3.406673442,-35.92563072
South_America_Northern,SSP445,2055,39.673753,2.765964699,3.547441585,-36.9077883
South_America_Northern,SSP445,2060,40.73815,2.840172061,3.668307092,-37.89797794
South_America_Southern,SSP445,2025,95.944388,1.951137665,4.812930122,-93.99325033
South_America_Southern,SSP445,2030,100.634838,2.046523272,5.284980272,-98.58831473
South_America_Southern,SSP445,2035,105.032121,2.135946996,5.717879088,-102.896174
South_America_Southern,SSP445,2040,108.957339,2.215770744,6.141921147,-106.7415683
South_America_Southern,SSP445,2045,112.234185,2.282409115,6.567295386,-109.9517759
South_America_Southern,SSP445,2050,115.017711,2.339015265,6.972928934,-112.6786957
South_America_Southern,SSP445,2055,117.389595,2.387250209,7.367634517,-115.0023448
South_America_Southern,SSP445,2060,119.445123,2.429051696,7.734051517,-117.0160713
South_Asia,SSP445,2025,274.910354,13.77599724,3.841773276,-261.1343568
South_Asia,SSP445,2030,292.972519,14.68110806,4.402648874,-278.2914109
South_Asia,SSP445,2035,309.994579,15.53409831,4.864678204,-294.4604807
South_Asia,SSP445,2040,325.9916,16.33572296,5.30687734,-309.655877
South_Asia,SSP445,2045,340.346696,17.05506932,5.708146494,-323.2916267
South_Asia,SSP445,2050,353.505712,17.71447907,6.081528755,-335.7912329
South_Asia,SSP445,2055,365.690706,18.32507973,6.465462534,-347.3656263
South_Asia,SSP445,2060,376.751373,18.87933939,6.84567104,-357.8720336
South_Korea,SSP445,2025,51.433391,0.102866782,10.10278317,-51.33052422
South_Korea,SSP445,2030,50.773034,0.101546068,10.32856383,-50.67148793
South_Korea,SSP445,2035,49.829993,0.099659986,10.41262212,-49.73033301
South_Korea,SSP445,2040,48.526659,0.097053318,10.36118661,-48.42960568
South_Korea,SSP445,2045,46.93699,0.09387398,10.21675842,-46.84311602
South_Korea,SSP445,2050,45.156174,0.090312348,9.975603929,-45.06586165
South_Korea,SSP445,2055,43.00411,0.08600822,9.672566629,-42.91810178
South_Korea,SSP445,2060,40.56283,0.08112566,9.304072883,-40.48170434
Southeast_Asia,SSP445,2025,431.590253,5.942648956,21.91528316,-425.647604
Southeast_Asia,SSP445,2030,451.7687,6.220489862,24.17301757,-445.5482101
Southeast_Asia,SSP445,2035,470.282439,6.475409084,26.12327238,-463.8070299
Southeast_Asia,SSP445,2040,486.917277,6.704457359,28.09562015,-480.2128196
Southeast_Asia,SSP445,2045,500.892743,6.89688823,29.94309297,-493.9958548
Southeast_Asia,SSP445,2050,512.781533,7.060587259,31.59144861,-505.7209457
Southeast_Asia,SSP445,2055,522.900935,7.199923246,33.18013565,-515.7010118
Southeast_Asia,SSP445,2060,531.507122,7.318423485,34.66684383,-524.1886985
Taiwan,SSP445,2025,23.448765,0.023448765,4.042013003,-23.42531624
Taiwan,SSP445,2030,22.966379,0.022966379,4.078276793,-22.94341262
Taiwan,SSP445,2035,22.323569,0.022323569,4.072153233,-22.30124543
Taiwan,SSP445,2040,21.488859,0.021488859,4.070110732,-21.46737014
Taiwan,SSP445,2045,20.524487,0.020524487,4.063427675,-20.50396251
Taiwan,SSP445,2050,19.490786,0.019490786,4.042480698,-19.47129521
Taiwan,SSP445,2055,18.377863,0.018377863,4.008329395,-18.35948514
Taiwan,SSP445,2060,17.241071,0.017241071,3.971351135,-17.22382993
USA,SSP445,2025,341.187033,0.682374066,73.54759613,-340.5046589
USA,SSP445,2030,347.207587,0.694415174,74.13552537,-346.5131718
USA,SSP445,2035,352.054072,0.704108144,74.29458201,-351.3499639
USA,SSP445,2040,355.359562,0.710719124,74.85854276,-354.6488429
USA,SSP445,2045,357.695819,0.715391638,75.70017215,-356.9804274
USA,SSP445,2050,359.142142,0.718284284,76.22595622,-358.4238577
USA,SSP445,2055,359.34716,0.71869432,76.82480491,-358.6284657
USA,SSP445,2060,358.802975,0.71760595,77.55170524,-358.0853691
Africa_Eastern,SSP585,2025,370.57879,129.0170052,7.215175042,-241.5617848
Africa_Eastern,SSP585,2030,407.441479,127.6656753,9.251322168,-279.7758037
Africa_Eastern,SSP585,2035,441.881099,124.6111322,11.95865751,-317.2699668
Africa_Eastern,SSP585,2040,473.269892,120.116537,15.24912127,-353.153355
Africa_Eastern,SSP585,2045,502.869479,114.8660569,18.93066288,-388.0034221
Africa_Eastern,SSP585,2050,529.930204,108.9425705,22.74246904,-420.9876335
Africa_Eastern,SSP585,2055,552.685467,102.2585191,26.64149753,-450.4269479
Africa_Eastern,SSP585,2060,570.836641,95.05518375,30.61797236,-475.7814573
Africa_Northern,SSP585,2025,220.021568,1.430746147,9.432540639,-218.5908219
Africa_Northern,SSP585,2030,232.824643,1.362601256,11.45997472,-231.4620417
Africa_Northern,SSP585,2035,244.0319,1.28537234,13.71496296,-242.7465277
Africa_Northern,SSP585,2040,253.873057,1.203487186,15.83578524,-252.6695698
Africa_Northern,SSP585,2045,262.692808,1.120767556,17.71013932,-261.5720404
Africa_Northern,SSP585,2050,269.888935,1.03632257,19.26833603,-268.8526124
Africa_Northern,SSP585,2055,275.050297,0.950527103,20.6453205,-274.0997699
Africa_Northern,SSP585,2060,278.100221,0.86496041,21.80478592,-277.2352606
Africa_Southern,SSP585,2025,209.079263,105.5290806,4.441147945,-103.5501824
Africa_Southern,SSP585,2030,232.357833,105.5506765,5.430753138,-126.8071565
Africa_Southern,SSP585,2035,254.669295,104.1172764,6.769754208,-150.5520186
Africa_Southern,SSP585,2040,275.54821,101.387944,8.432929661,-174.160266
Africa_Southern,SSP585,2045,295.573459,97.88060968,10.42671906,-197.6928493
Africa_Southern,SSP585,2050,314.329191,93.6824966,12.66085674,-220.6466944
Africa_Southern,SSP585,2055,330.498387,88.65139928,15.06548892,-241.8469877
Africa_Southern,SSP585,2060,343.883702,83.01763432,17.43989191,-260.8660677
Africa_Western,SSP585,2025,622.116249,223.2283774,16.58072308,-398.8878716
Africa_Western,SSP585,2030,690.703797,223.0551272,21.68394456,-467.6486698
Africa_Western,SSP585,2035,758.028072,220.3170793,28.18980867,-537.7109927
Africa_Western,SSP585,2040,822.874046,215.2478145,35.26292932,-607.6262315
Africa_Western,SSP585,2045,886.992238,208.8178956,42.79570991,-678.1743424
Africa_Western,SSP585,2050,947.687229,200.7961738,50.2009918,-746.8910552
Africa_Western,SSP585,2055,1001.869069,191.0486103,57.62101896,-810.8204587
Africa_Western,SSP585,2060,1048.287791,179.9102684,65.0685389,-868.3775226
Argentina,SSP585,2025,45.874512,0.275247072,3.726585214,-45.59926493
Argentina,SSP585,2030,46.755413,0.25247923,4.130432751,-46.50293377
Argentina,SSP585,2035,47.468989,0.230699287,4.54193159,-47.23828971
Argentina,SSP585,2040,47.987106,0.209895602,4.885469513,-47.7772104
Argentina,SSP585,2045,48.362249,0.190382829,5.148448721,-48.17186617
Argentina,SSP585,2050,48.549839,0.172009167,5.333908583,-48.37782983
Argentina,SSP585,2055,48.53103,0.154748275,5.48093138,-48.37628173
Argentina,SSP585,2060,48.261163,0.138498988,5.599006576,-48.12266401
Australia_NZ,SSP585,2025,32.208968,0.16104484,7.039775562,-32.04792316
Australia_NZ,SSP585,2030,33.849208,0.152321436,7.802041814,-33.69688656
Australia_NZ,SSP585,2035,35.456659,0.143599469,8.696616727,-35.31305953
Australia_NZ,SSP585,2040,37.030553,0.134976366,9.636800057,-36.89557663
Australia_NZ,SSP585,2045,38.614275,0.126674129,10.69495551,-38.48760087
Australia_NZ,SSP585,2050,40.201178,0.118691968,11.79359598,-40.08248603
Australia_NZ,SSP585,2055,41.67227,0.110731764,12.94441449,-41.56153824
Australia_NZ,SSP585,2060,43.006432,0.102849216,14.15374274,-42.90358278
Brazil,SSP585,2025,216.971074,7.59398759,14.88045919,-209.3770864
Brazil,SSP585,2030,220.600426,6.948913419,16.623099,-213.6515126
Brazil,SSP585,2035,222.731264,6.314431334,18.45931926,-216.4168327
Brazil,SSP585,2040,223.332975,5.698340857,20.10696126,-217.6346341
Brazil,SSP585,2045,222.817264,5.116664242,21.57426864,-217.7005998
Brazil,SSP585,2050,221.085139,4.56919973,22.72762039,-216.5159393
Brazil,SSP585,2055,218.232602,4.059221328,23.69493856,-214.1733807
Brazil,SSP585,2060,214.260521,3.586805005,24.45962898,-210.673716
Canada,SSP585,2025,39.207187,0.078414374,12.37396245,-39.12877263
Canada,SSP585,2030,40.649497,0.073169095,13.23987091,-40.57632791
Canada,SSP585,2035,42.11675,0.068229135,14.30085187,-42.04852087
Canada,SSP585,2040,43.580671,0.063540618,15.45487774,-43.51713038
Canada,SSP585,2045,45.072932,0.059144701,16.7013068,-45.0137873
Canada,SSP585,2050,46.606012,0.055040768,17.99515786,-46.55097123
Canada,SSP585,2055,47.992121,0.051009962,19.35294092,-47.94111104
Canada,SSP585,2060,49.250608,0.047112826,20.75835114,-49.20349517
Central_America_and_Caribbean,SSP585,2025,93.282236,8.579253204,4.045805293,-84.7029828
Central_America_and_Caribbean,SSP585,2030,96.062274,7.951442274,4.601086703,-88.11083173
Central_America_and_Caribbean,SSP585,2035,98.026568,7.30263097,5.31635162,-90.72393703
Central_America_and_Caribbean,SSP585,2040,99.185116,6.650044811,6.086633784,-92.53507119
Central_America_and_Caribbean,SSP585,2045,99.754247,6.019382902,6.857414617,-93.7348641
Central_America_and_Caribbean,SSP585,2050,99.687281,5.413807828,7.545446373,-94.27347317
Central_America_and_Caribbean,SSP585,2055,98.987199,4.838209054,8.131871139,-94.14898995
Central_America_and_Caribbean,SSP585,2060,97.69957,4.297746113,8.562797255,-93.40182389
Central_Asia,SSP585,2025,99.134715,1.837010352,7.767322006,-97.29770465
Central_Asia,SSP585,2030,103.036338,1.718378245,8.82015217,-101.3179598
Central_Asia,SSP585,2035,106.154558,1.593343843,9.749206268,-104.5612142
Central_Asia,SSP585,2040,108.704906,1.46846133,10.39652071,-107.2364447
Central_Asia,SSP585,2045,110.856116,1.347769231,10.80487601,-109.5083468
Central_Asia,SSP585,2050,112.310636,1.228907728,10.95130384,-111.0817283
Central_Asia,SSP585,2055,112.861621,1.111442966,10.94273049,-111.750178
Central_Asia,SSP585,2060,112.515549,0.997231414,10.83838346,-111.5183176
China,SSP585,2025,1433.726509,1.433726509,140.091763,-1432.292782
China,SSP585,2030,1423.329368,1.280996431,161.2988904,-1422.048372
China,SSP585,2035,1406.617323,1.139360032,176.9830925,-1405.477963
China,SSP585,2040,1385.02727,1.00968488,186.2084839,-1384.017585
China,SSP585,2045,1357.741363,0.890814108,190.9486977,-1356.850549
China,SSP585,2050,1322.550615,0.780952913,190.8629793,-1321.769662
China,SSP585,2055,1278.631158,0.679517021,187.6493335,-1277.951641
China,SSP585,2060,1228.209452,0.587448773,182.5425397,-1227.622003
Colombia,SSP585,2025,52.148301,3.12889806,1.9150278,-49.01940294
Colombia,SSP585,2030,53.508486,2.889458244,2.248984832,-50.61902776
Colombia,SSP585,2035,54.417535,2.644692201,2.681811164,-51.7728428
Colombia,SSP585,2040,54.885169,2.400677292,3.15456683,-52.48449171
Colombia,SSP585,2045,55.012087,2.165605817,3.632360886,-52.84648118
Colombia,SSP585,2050,54.81109,1.941924032,4.071849175,-52.86916597
Colombia,SSP585,2055,54.304074,1.731564683,4.471519217,-52.57250932
Colombia,SSP585,2060,53.501802,1.535384762,4.813612978,-51.96641724
EU_12,SSP585,2025,100.167516,0.512154333,10.32173717,-99.65536167
EU_12,SSP585,2030,97.887256,0.450445872,11.13911577,-97.43681013
EU_12,SSP585,2035,95.635957,0.396077502,11.89433222,-95.2398795
EU_12,SSP585,2040,93.536308,0.348643602,12.44723999,-93.1876644
EU_12,SSP585,2045,91.651216,0.307455465,12.88760146,-91.34376054
EU_12,SSP585,2050,89.952935,0.271582532,13.22061172,-89.68135247
EU_12,SSP585,2055,88.228916,0.239739694,13.51967028,-87.98917631
EU_12,SSP585,2060,86.401001,0.211295519,13.7915674,-86.18970548
EU_15,SSP585,2025,413.36468,1.189535743,52.42626908,-412.1751443
EU_15,SSP585,2030,418.665488,1.084310846,54.71170693,-417.5811772
EU_15,SSP585,2035,424.739387,0.990037592,57.7835626,-423.7493494
EU_15,SSP585,2040,431.513995,0.905245854,61.16430105,-430.6087491
EU_15,SSP585,2045,439.008146,0.828870622,64.99586588,-438.1792754
EU_15,SSP585,2050,446.86232,0.759329747,68.79074857,-446.1029903
EU_15,SSP585,2055,453.495384,0.693540869,72.73152374,-452.8018431
EU_15,SSP585,2060,458.720492,0.631378571,76.90339551,-458.0891134
Europe_Eastern,SSP585,2025,48.877764,0.048877764,4.524692359,-48.82888624
Europe_Eastern,SSP585,2030,49.382648,0.044444383,5.158743628,-49.33820362
Europe_Eastern,SSP585,2035,49.413046,0.040024567,5.799680953,-49.37302143
Europe_Eastern,SSP585,2040,49.083102,0.035781581,6.317107161,-49.04732042
Europe_Eastern,SSP585,2045,48.548014,0.031852352,6.681699461,-48.51616165
Europe_Eastern,SSP585,2050,47.941796,0.028309151,6.888142376,-47.91348685
Europe_Eastern,SSP585,2055,47.27064,0.025121556,6.999494061,-47.24551844
Europe_Eastern,SSP585,2060,46.565446,0.022272108,7.062077421,-46.54317389
Europe_Non_EU,SSP585,2025,104.422504,0.503735525,7.193577587,-103.9187685
Europe_Non_EU,SSP585,2030,106.37702,0.461847722,8.045997195,-105.9151723
Europe_Non_EU,SSP585,2035,107.774137,0.421122115,8.943677004,-107.3530149
Europe_Non_EU,SSP585,2040,108.740713,0.382409067,9.752502081,-108.3583039
Europe_Non_EU,SSP585,2045,109.380695,0.346193726,10.46305805,-109.0345013
Europe_Non_EU,SSP585,2050,109.536978,0.31201953,11.00779122,-109.2249585
Europe_Non_EU,SSP585,2055,109.176326,0.279892981,11.45043958,-108.896433
Europe_Non_EU,SSP585,2060,108.231544,0.249723778,11.78743141,-107.9818202
European_Free_Trade_Association,SSP585,2025,14.936183,0.011154192,2.679634399,-14.92502881
European_Free_Trade_Association,SSP585,2030,15.469318,0.010397099,2.848134735,-15.4589209
European_Free_Trade_Association,SSP585,2035,16.01426,0.009687025,3.034158428,-16.00457298
European_Free_Trade_Association,SSP585,2040,16.572058,0.009021993,3.219654951,-16.56303601
European_Free_Trade_Association,SSP585,2045,17.158141,0.008406956,3.423316038,-17.14973404
European_Free_Trade_Association,SSP585,2050,17.775692,0.007838583,3.630426234,-17.76785342
European_Free_Trade_Association,SSP585,2055,18.342878,0.007279827,3.855168161,-18.33559817
European_Free_Trade_Association,SSP585,2060,18.845305,0.006731305,4.089105292,-18.8385737
India,SSP585,2025,1439.595915,185.707873,38.45777377,-1253.888042
India,SSP585,2030,1484.725001,172.3765726,50.07949452,-1312.348428
India,SSP585,2035,1516.708883,158.4809112,63.50700722,-1358.227972
India,SSP585,2040,1535.492583,144.399258,77.12042816,-1391.093325
India,SSP585,2045,1544.043294,130.6830379,89.60385322,-1413.360256
India,SSP585,2050,1541.934803,117.4541236,100.3435845,-1424.480679
India,SSP585,2055,1530.971382,104.9571041,109.2971226,-1426.014278
India,SSP585,2060,1511.441644,93.25640302,116.2959777,-1418.185241
Indonesia,SSP585,2025,279.707619,5.314444761,11.06677148,-274.3931742
Indonesia,SSP585,2030,287.911781,4.923291455,13.46743168,-282.9884895
Indonesia,SSP585,2035,293.733618,4.520560381,16.11356703,-289.2130576
Indonesia,SSP585,2040,297.023369,4.114070684,18.66762688,-292.9092983
Indonesia,SSP585,2045,298.464415,3.720627551,20.84457454,-294.7437874
Indonesia,SSP585,2050,297.978857,3.34311717,22.52535379,-294.6357398
Indonesia,SSP585,2055,295.860004,2.987410591,23.82569945,-292.8725934
Indonesia,SSP585,2060,292.000788,2.653598362,24.75627431,-289.3471896
Japan,SSP585,2025,122.976188,0.860833316,16.67015647,-122.1153547
Japan,SSP585,2030,120.518186,0.759264572,17.42141152,-119.7589214
Japan,SSP585,2035,117.991185,0.669010019,18.26938384,-117.322175
Japan,SSP585,2040,115.405393,0.58891372,18.98798683,-114.8164793
Japan,SSP585,2045,112.833694,0.518211306,19.64987108,-112.3154827
Japan,SSP585,2050,110.380466,0.45624993,20.21587375,-109.9242161
Japan,SSP585,2055,108.066746,0.402017697,20.73510295,-107.6647283
Japan,SSP585,2060,105.768492,0.354121193,21.160835,-105.4143708
Mexico,SSP585,2025,129.37979,1.55255748,7.611542955,
Mexico,SSP585,2030,133.035418,1.436782514,8.408681654,
Mexico,SSP585,2035,135.751911,1.319508575,9.367367945,
Mexico,SSP585,2040,137.487821,1.202743458,10.31395773,
Mexico,SSP585,2045,138.490663,1.090364688,11.20616656,
Mexico,SSP585,2050,138.68185,0.982682947,11.97676185,
Mexico,SSP585,2055,138.123709,0.880855224,12.66795223,
Mexico,SSP585,2060,136.81211,0.785241697,13.24779654,
Middle_East,SSP585,2025,291.79975,6.510856048,33.45240341,-285.288894
Middle_East,SSP585,2030,311.445831,6.254292799,37.77860195,-305.1915382
Middle_East,SSP585,2035,328.944343,5.945119915,42.47849084,-322.9992231
Middle_East,SSP585,2040,344.297277,5.600338712,46.92303958,-338.6969383
Middle_East,SSP585,2045,357.993612,5.240810939,50.7595379,-352.7528011
Middle_East,SSP585,2050,369.438082,4.86751598,53.88909939,-364.570566
Middle_East,SSP585,2055,378.345193,4.486384124,56.6629054,-373.8588089
Middle_East,SSP585,2060,384.418074,4.102556233,59.10600451,-380.3155178
Pakistan,SSP585,2025,245.34627,12.02196723,4.235762223,-233.3243028
Pakistan,SSP585,2030,264.535361,11.66600942,5.049189724,-252.8693516
Pakistan,SSP585,2035,281.869962,11.18741879,6.213397349,-270.6825432
Pakistan,SSP585,2040,296.810216,10.60235773,7.648714919,-286.2078583
Pakistan,SSP585,2045,310.20036,9.972600354,9.273900562,-300.2277596
Pakistan,SSP585,2050,321.781332,9.310424278,10.89086687,-312.4709077
Pakistan,SSP585,2055,330.803465,8.614323688,12.48735478,-322.1891413
Pakistan,SSP585,2060,337.195882,7.902707508,13.95866118,-329.2931745
Russia,SSP585,2025,146.489421,0.146489421,27.1310768,-146.3429316
Russia,SSP585,2030,145.901069,0.131310962,29.35643374,-145.769758
Russia,SSP585,2035,145.640539,0.117968837,31.23254913,-145.5225702
Russia,SSP585,2040,145.897074,0.106358967,32.49492409,-145.790715
Russia,SSP585,2045,146.721008,0.096263653,33.28217088,-146.6247443
Russia,SSP585,2050,147.793949,0.087270849,33.48642874,-147.7066782
Russia,SSP585,2055,148.575801,0.078959272,33.43686373,-148.4968417
Russia,SSP585,2060,148.980811,0.07125706,33.31262914,-148.9095539
South_Africa,SSP585,2025,60.841813,12.47257167,5.053262668,-48.36924133
South_Africa,SSP585,2030,63.364961,11.6908353,5.821823871,-51.6741257
South_Africa,SSP585,2035,65.327298,10.84759783,6.635699164,-54.47970017
South_Africa,SSP585,2040,66.736143,9.973382891,7.386866418,-56.76276011
South_Africa,SSP585,2045,67.763683,9.114249245,8.044609081,-58.64943376
South_Africa,SSP585,2050,68.487782,8.290476831,8.58321513,-60.19730517
South_Africa,SSP585,2055,68.692938,7.483779951,9.019274386,-61.20915805
South_Africa,SSP585,2060,68.395961,6.706283104,9.358029472,-61.6896779
South_America_Northern,SSP585,2025,31.344738,2.185284533,2.51540278,-29.15945347
South_America_Northern,SSP585,2030,32.343339,2.029414271,2.87146677,-30.31392473
South_America_Northern,SSP585,2035,33.14662,1.871835227,3.305569238,-31.27478477
South_America_Northern,SSP585,2040,33.681223,1.711822495,3.735701226,-31.96940051
South_America_Northern,SSP585,2045,34.010768,1.555714231,4.144847149,-32.45505377
South_America_Northern,SSP585,2050,34.135523,1.405278676,4.48671506,-32.73024432
South_America_Northern,SSP585,2055,34.091182,1.263107936,4.797930035,-32.82807406
South_America_Northern,SSP585,2060,33.899121,1.130392718,5.062172117,-32.76872828
South_America_Southern,SSP585,2025,94.843559,1.928751062,4.832012921,-92.91480794
South_America_Southern,SSP585,2030,97.704727,1.788242535,5.554944215,-95.91648447
South_America_Southern,SSP585,2035,99.757675,1.643234988,6.34983043,-98.11444001
South_America_Southern,SSP585,2040,100.969769,1.496880831,7.113102883,-99.47288817
South_America_Southern,SSP585,2045,101.617975,1.355841459,7.810925893,-100.2621335
South_America_Southern,SSP585,2050,101.678444,1.220983442,8.361187297,-100.4574606
South_America_Southern,SSP585,2055,101.131083,1.092969519,8.822834956,-100.0381135
South_America_Southern,SSP585,2060,99.976317,0.972440495,9.184592653,-99.00387651
South_Asia,SSP585,2025,271.18975,13.58955453,3.855253256,-257.6001955
South_Asia,SSP585,2030,283.127353,12.76898239,4.936037234,-270.3583706
South_Asia,SSP585,2035,292.155606,11.85853919,6.39639783,-280.2970668
South_Asia,SSP585,2040,298.467003,10.9032458,8.085481737,-287.5637572
South_Asia,SSP585,2045,302.901963,9.958732697,9.85382105,-292.9432303
South_Asia,SSP585,2050,305.344415,9.035131504,11.54494391,-296.3092835
South_Asia,SSP585,2055,305.738841,8.142122301,13.1001104,-297.5967187
South_Asia,SSP585,2060,304.018294,7.286672217,14.42819643,-296.7316218
South_Korea,SSP585,2025,51.509168,0.103018336,10.55242428,-51.40614966
South_Korea,SSP585,2030,51.053083,0.091895549,11.1288881,-50.96118745
South_Korea,SSP585,2035,50.444207,0.081719615,11.60609748,-50.36248739
South_Korea,SSP585,2040,49.605388,0.072324656,11.92168699,-49.53306334
South_Korea,SSP585,2045,48.582048,0.063749363,12.12469457,-48.51829864
South_Korea,SSP585,2050,47.467666,0.056058364,12.22016426,-47.41160764
South_Korea,SSP585,2055,46.014566,0.048908054,12.24884357,-45.96565795
South_Korea,SSP585,2060,44.212965,0.042293848,12.21160237,-44.17067115
Southeast_Asia,SSP585,2025,428.429277,5.899124871,22.4577141,-422.5301521
Southeast_Asia,SSP585,2030,442.497058,5.483544161,26.29843919,-437.0135138
Southeast_Asia,SSP585,2035,452.746496,5.049502191,30.58032082,-447.6969938
Southeast_Asia,SSP585,2040,459.320091,4.610536015,34.97092472,-454.709555
Southeast_Asia,SSP585,2045,463.400443,4.186344177,39.13258436,-459.2140988
Southeast_Asia,SSP585,2050,464.876976,3.779714815,42.74119876,-461.0972612
Southeast_Asia,SSP585,2055,463.583754,3.392280164,45.80488634,-460.1914738
Southeast_Asia,SSP585,2060,459.455674,3.025865597,48.30678639,-456.4298084
Taiwan,SSP585,2025,23.261947,0.023261947,4.162091649,-23.23868505
Taiwan,SSP585,2030,22.663847,0.020397462,4.301296757,-22.64344954
Taiwan,SSP585,2035,21.982534,0.017805853,4.406357578,-21.96472815
Taiwan,SSP585,2040,21.188059,0.015446095,4.491276364,-21.17261291
Taiwan,SSP585,2045,20.324051,0.01333461,4.546619402,-20.31071639
Taiwan,SSP585,2050,19.440592,0.011479475,4.568427057,-19.42911253
Taiwan,SSP585,2055,18.509017,0.009836451,4.561481879,-18.49918055
Taiwan,SSP585,2060,17.569078,0.008403236,4.541493026,-17.56067476
USA,SSP585,2025,345.660218,0.691320436,78.66240838,-344.9688976
USA,SSP585,2030,357.460486,0.643428875,82.91422931,-356.8170571
USA,SSP585,2035,369.492879,0.598578464,87.12243882,-368.8943005
USA,SSP585,2040,381.278024,0.555903359,91.94170085,-380.7221206
USA,SSP585,2045,392.805178,0.515438955,97.34100687,-392.289739
USA,SSP585,2050,403.942975,0.477048575,102.8395861,-403.4659264
USA,SSP585,2055,413.780938,0.439800311,108.8919761,-413.3411377
USA,SSP585,2060,422.728721,0.404379674,115.4231578,-422.3243413